inchikey,activity_comment,assay_chembl_id,canonical_smiles,data_validity_comment,document_chembl_id,document_journal,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value,isomeric_smiles,np_score,short_inchikey,wikidata_id
UIJABVKOSUJSHT-RUDMXATFSA-N,,CHEMBL699692,COc1cc(/C=C/C(=O)c2ccc(C(F)(F)F)cc2)cc(OC)c1OC,,CHEMBL1135187,Bioorg Med Chem Lett,CHEMBL58892,=,=,Inhibition,%,55.8,CHEMBL3464,"Nitric oxide synthase, inducible",Inhibition,%,55.8,COc1cc(/C=C/C(=O)c2ccc(C(F)(F)F)cc2)cc(OC)c1OC,-0.2600912115280961,UIJABVKOSUJSHT,no_wikidata_match
UIPGFOOFKCFAAB-UHFFFAOYSA-N,,CHEMBL3368457,CC(C)(C)C1=NN(c2ccccc2)C(c2ccc(O)cc2)C1,,CHEMBL3351692,J Med Chem,CHEMBL3323335,=,=,Inhibition,%,32.0,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,32.0,CC(C)(C)C1=NN(c2ccccc2)C(c2ccc(O)cc2)C1,-0.6099678438488592,UIPGFOOFKCFAAB,no_wikidata_match
UJFDPLITEKQPEB-WMQZXYHMSA-N,,CHEMBL1763068,CNCC[C@@H](Oc1cc(Cl)ccc1Cl)c1ccccc1.O=C(O)/C=C/C(=O)O,,CHEMBL1759901,Bioorg Med Chem Lett,CHEMBL1762471,=,=,Ratio IC50,nM,210.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,uM,210.0,CNCC[C@@H](Oc1cc(Cl)ccc1Cl)c1ccccc1.O=C(O)/C=C/C(=O)O,-0.2020693803259499,UJFDPLITEKQPEB,no_wikidata_match
UKUYVTRROLKCBB-PKTZIBPZSA-N,359492.0,CHEMBL3887879,N=C(Nc1ccc(OC[C@H]2NCC[C@@H]2Oc2cccc(NC(=N)c3cccs3)c2)cc1)c1cccs1,,CHEMBL3886484,Unknown journal,CHEMBL4108306,=,=,Ki,nM,4400.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,4400.0,N=C(Nc1ccc(OC[C@H]2NCC[C@@H]2Oc2cccc(NC(=N)c3cccs3)c2)cc1)c1cccs1,-0.4572217079233635,UKUYVTRROLKCBB,no_wikidata_match
ULDDTFAPYWLDGF-UHFFFAOYSA-N,,CHEMBL750480,CCCCN/C(N)=N/O,,CHEMBL1134763,J Med Chem,CHEMBL308745,=,=,Initial rates,nM,68.0,CHEMBL3464,"Nitric oxide synthase, inducible",Initial rates,uM,68.0,CCCCN/C(N)=N/O,-0.3322970517313666,ULDDTFAPYWLDGF,http://www.wikidata.org/entity/Q27093676
ULORBDMEFAYHRJ-XYJFISCASA-N,,CHEMBL3858690,Cc1cc2c(cc1O)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC2,,CHEMBL3856242,Bioorg Med Chem Lett,CHEMBL3902383,=,=,IC50,nM,5900.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,5.9,Cc1cc2c(cc1O)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC2,2.674294157118605,ULORBDMEFAYHRJ,http://www.wikidata.org/entity/Q105275254
UMAFALSUWDPRKE-YYLIZZNMSA-N,,CHEMBL921238,Cl.N=C(NCCCCCC(=O)N[C@@H]1CN[C@H](C(=O)Nc2ccccc2)C1)N[N+](=O)[O-],,CHEMBL1143872,Bioorg Med Chem,CHEMBL536560,=,=,IC50,nM,2360.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,2.36,Cl.N=C(NCCCCCC(=O)N[C@@H]1CN[C@H](C(=O)Nc2ccccc2)C1)N[N+](=O)[O-],-0.6907304865872667,UMAFALSUWDPRKE,no_wikidata_match
UMNBPZTVSUHLQZ-ZHRRBRCNSA-N,,CHEMBL1225415,Cc1cc(Oc2cccc(O[C@H]3CNC[C@H]3Cc3cccc(N)n3)c2)ccc1F,,CHEMBL1221276,Bioorg Med Chem,CHEMBL1222676,=,=,Ki,nM,79100.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,79.1,Cc1cc(Oc2cccc(O[C@H]3CNC[C@H]3Cc3cccc(N)n3)c2)ccc1F,-0.5515153164714345,UMNBPZTVSUHLQZ,no_wikidata_match
UMRPOGLIBDXFNK-ZYGITSNFSA-N,,CHEMBL942189,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,,CHEMBL1152257,Bioorg Med Chem,CHEMBL489760,>,>,IC50,nM,50000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,50.0,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,3.188649025049712,UMRPOGLIBDXFNK,http://www.wikidata.org/entity/Q27273993
UMSOZMISHWWZIJ-UHFFFAOYSA-N,,CHEMBL1023690,COc1ccc(N)c(-c2ccc(C(=O)NCc3ccccc3)[nH]2)c1,,CHEMBL1158377,Eur J Med Chem,CHEMBL560094,=,=,Inhibition,%,22.41,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,22.41,COc1ccc(N)c(-c2ccc(C(=O)NCc3ccccc3)[nH]2)c1,-0.7348443460858541,UMSOZMISHWWZIJ,no_wikidata_match
UMVISFHDEGYFMH-QMMMGPOBSA-N,,CHEMBL702888,Cc1ccc([N+](=O)[O-])c(NCC[C@H](N)C(=O)O)c1,,CHEMBL1131579,J Med Chem,CHEMBL313526,>,>,IC50,nM,100000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,100.0,Cc1ccc([N+](=O)[O-])c(NCC[C@H](N)C(=O)O)c1,-0.9198640491940168,UMVISFHDEGYFMH,no_wikidata_match
UOGCIQPLIAZGRO-UHFFFAOYSA-N,,CHEMBL5117111,Cc1cc(N)nc(CCCN(C)C)c1,,CHEMBL5113456,Bioorg Med Chem,CHEMBL5189279,=,=,Ratio Ki,nM,98.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio Ki,nM,98.0,Cc1cc(N)nc(CCCN(C)C)c1,-0.7964679566514858,UOGCIQPLIAZGRO,no_wikidata_match
UPHXBPRNJDGAKJ-UHFFFAOYSA-N,,CHEMBL4380146,COCCCC(=N)NCCCCN,,CHEMBL4376856,J Med Chem,CHEMBL4447189,=,=,Inhibition,%,15.0,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,15.0,COCCCC(=N)NCCCCN,0.0081599798183615,UPHXBPRNJDGAKJ,no_wikidata_match
UQCIKNKGXSVWJL-UHFFFAOYSA-N,,CHEMBL3738626,CNCc1cc(OCc2ccc3ccc(N)nc3c2)ccc1F.Cl.Cl,,CHEMBL3734753,J Med Chem,CHEMBL3735022,=,=,Ki,nM,11400.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,11.4,CNCc1cc(OCc2ccc3ccc(N)nc3c2)ccc1F.Cl.Cl,-0.7246824607550199,UQCIKNKGXSVWJL,no_wikidata_match
UQOZZLNGPCEXTH-UHFFFAOYSA-N,,CHEMBL2013393,COc1c(O)cc2oc(-c3cccc(F)c3)cc(=O)c2c1O,,CHEMBL2010724,Bioorg Med Chem Lett,CHEMBL2013190,=,=,Inhibition,%,39.9,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,39.9,COc1c(O)cc2oc(-c3cccc(F)c3)cc(=O)c2c1O,0.8116070880151317,UQOZZLNGPCEXTH,no_wikidata_match
UQXVIAFRSSVDIY-UHFFFAOYSA-N,,CHEMBL840777,Br.Br.CC(=N)Nc1cccc(CN)c1,,CHEMBL1131040,J Med Chem,CHEMBL542678,=,=,Selectivity,nM,1.7,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,uM,1.7,Br.Br.CC(=N)Nc1cccc(CN)c1,-0.4995832521971715,UQXVIAFRSSVDIY,no_wikidata_match
UREBDLICKHMUKA-CXSFZGCWSA-N,,CHEMBL4815172,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,CHEMBL4813945,Eur J Med Chem,CHEMBL384467,>,>,IC50,nM,10000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,10.0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,2.208517759367472,UREBDLICKHMUKA,http://www.wikidata.org/entity/Q422252
URFTVIJCFDWODA-UHFFFAOYSA-N,,CHEMBL2343148,COCC1(O)OC(=O)C=C1C,,CHEMBL2331431,J Nat Prod,CHEMBL2331735,>,>,IC50,nM,20000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,20.0,COCC1(O)OC(=O)C=C1C,2.6445572198665634,URFTVIJCFDWODA,http://www.wikidata.org/entity/Q104198768
URNXGQJFPYGXFA-QMMMGPOBSA-N,,CHEMBL838498,NCCCNC[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],,CHEMBL1134555,J Med Chem,CHEMBL313228,=,=,Selectivity,nM,252.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,uM,252.0,NCCCNC[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],0.4429673307955,URNXGQJFPYGXFA,no_wikidata_match
URPDXFZVLOIYTD-UHFFFAOYSA-N,,CHEMBL1056369,COc1ccc(C(=O)C2CN=C3C=CC=C(C)N3C2)cc1OC.[O-][Cl+3]([O-])([O-])O,,CHEMBL1152488,Eur J Med Chem,CHEMBL561459,=,=,Activity,%,92.0,CHEMBL3464,"Nitric oxide synthase, inducible",Activity,%,92.0,COc1ccc(C(=O)C2CN=C3C=CC=C(C)N3C2)cc1OC.[O-][Cl+3]([O-])([O-])O,-0.1672241542015,URPDXFZVLOIYTD,no_wikidata_match
USLNOOFCHMVHFV-CXQXIBKHSA-N,,CHEMBL3858690,C=C(C)[C@@]1(OC(=O)c2ccccc2)[C@H](OC(C)=O)[C@@H]2[C@H](OC(C)=O)[C@@]3(C)O[C@@]4([C@@H]3OC(=O)c3ccccc3)[C@@H](OC(C)=O)[C@@H](C)C[C@H]4[C@@]2(O)[C@H](C)[C@@H]1OC(C)=O,,CHEMBL3856242,Bioorg Med Chem Lett,CHEMBL3921405,=,=,IC50,nM,13400.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,13.4,C=C(C)[C@@]1(OC(=O)c2ccccc2)[C@H](OC(C)=O)[C@@H]2[C@H](OC(C)=O)[C@@]3(C)O[C@@]4([C@@H]3OC(=O)c3ccccc3)[C@@H](OC(C)=O)[C@@H](C)C[C@H]4[C@@]2(O)[C@H](C)[C@@H]1OC(C)=O,1.5272708541899949,USLNOOFCHMVHFV,http://www.wikidata.org/entity/Q27137520
USONDHXIUNXLQT-UHFFFAOYSA-N,,CHEMBL2415802,Cc1cc(N)nc(COc2cccc(OCCCN)c2)c1,,CHEMBL2413041,Bioorg Med Chem,CHEMBL2414429,=,=,Ki,nM,8472.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,8472.0,Cc1cc(N)nc(COc2cccc(OCCCN)c2)c1,-0.6788759499305522,USONDHXIUNXLQT,http://www.wikidata.org/entity/Q27464663
USQOVYLRWBOSQC-HNNXBMFYSA-N,,CHEMBL3777208,CCCCCCNC(=O)Oc1cccc(-c2ccc([C@H](C)C(=O)O)cc2F)c1,,CHEMBL3774360,Eur J Med Chem,CHEMBL3774784,=,=,Activity,%,-5.8,CHEMBL4481,"Nitric oxide synthase, inducible",Activity,%,-5.8,CCCCCCNC(=O)Oc1cccc(-c2ccc([C@H](C)C(=O)O)cc2F)c1,-0.4930745443984392,USQOVYLRWBOSQC,no_wikidata_match
USZBGELBNMVESP-UHFFFAOYSA-N,,CHEMBL700494,CCCCC/N=C(\N)n1cccn1.Cl,,CHEMBL1132848,Bioorg Med Chem Lett,CHEMBL553998,=,=,Ki,nM,50000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,50.0,CCCCC/N=C(\N)n1cccn1.Cl,-0.8556387817248927,USZBGELBNMVESP,no_wikidata_match
UTFTUBTWHNJKBO-UHFFFAOYSA-N,,CHEMBL3820408,Cc1cc(N)nc(CCc2cncc(C3CCN(C)CC3)c2)c1,,CHEMBL3817743,J Med Chem,CHEMBL3819551,=,=,Ki,nM,11779.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,11779.0,Cc1cc(N)nc(CCc2cncc(C3CCN(C)CC3)c2)c1,-0.4253496889641129,UTFTUBTWHNJKBO,http://www.wikidata.org/entity/Q27461007
UTJJCBMDCZDYKT-UHFFFAOYSA-N,,CHEMBL845032,CC1CCCC(N)=N1,,CHEMBL1131208,J Med Chem,CHEMBL265672,=,=,Selectivity,nM,0.8,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,uM,0.8,CC1CCCC(N)=N1,0.5429038156350624,UTJJCBMDCZDYKT,http://www.wikidata.org/entity/Q82367385
UTNAGBHMGVWHTR-SBSPUUFOSA-N,,CHEMBL1763068,N#Cc1ccc(C(F)(F)F)nc1O[C@H](CCN)c1ccno1.O=C(O)C(=O)O,,CHEMBL1759901,Bioorg Med Chem Lett,CHEMBL1762481,=,=,Ratio IC50,nM,1.3,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,uM,1.3,N#Cc1ccc(C(F)(F)F)nc1O[C@H](CCN)c1ccno1.O=C(O)C(=O)O,-0.8958913185613392,UTNAGBHMGVWHTR,no_wikidata_match
UUMBGKKJTJJJOB-UHFFFAOYSA-N,,CHEMBL702717,N/C(=N/CCCC(N)P(=O)(O)O)N[N+](=O)[O-],,CHEMBL1129234,Bioorg Med Chem Lett,CHEMBL269057,>,>,IC50,nM,100000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,100.0,N/C(=N/CCCC(N)P(=O)(O)O)N[N+](=O)[O-],0.4624138573146689,UUMBGKKJTJJJOB,no_wikidata_match
UUNLDULTKAVWAY-UHFFFAOYSA-N,,CHEMBL960400,CCCCN1N=C(C(=O)c2cc(Cl)ccc2N)CC1C(=O)OCC,,CHEMBL1140983,Eur J Med Chem,CHEMBL472703,=,=,Inhibition,%,10.5,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,10.5,CCCCN1N=C(C(=O)c2cc(Cl)ccc2N)CC1C(=O)OCC,-0.8588981998085496,UUNLDULTKAVWAY,no_wikidata_match
UUWMPNWLGHAODZ-LBPRGKRZSA-N,,CHEMBL699600,N/C(=N\CCC[C@H](N)CNCCc1ccccc1N)N[N+](=O)[O-],Outside typical range,CHEMBL1136776,J Med Chem,CHEMBL442999,=,=,Ki,nM,184000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,184.0,N/C(=N\CCC[C@H](N)CNCCc1ccccc1N)N[N+](=O)[O-],0.0762687984745392,UUWMPNWLGHAODZ,no_wikidata_match
UWBOFUBWKXYIJF-UHFFFAOYSA-N,,CHEMBL964276,Cc1cc(N)nc(CCCF)c1,,CHEMBL1153433,J Med Chem,CHEMBL443862,=,=,Ratio IC50,nM,10.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,nM,10.0,Cc1cc(N)nc(CCCF)c1,-0.6808141960457333,UWBOFUBWKXYIJF,no_wikidata_match
UWCJUMUVUHRQQV-UHFFFAOYSA-N,,CHEMBL2415802,Cc1cc(N)nc(CCCCCc2cc(C)cc(N)n2)c1,,CHEMBL2413041,Bioorg Med Chem,CHEMBL2414426,=,=,Ki,nM,375.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,375.0,Cc1cc(N)nc(CCCCCc2cc(C)cc(N)n2)c1,-0.1199398904726094,UWCJUMUVUHRQQV,http://www.wikidata.org/entity/Q27464740
UWOZQXPAWBDKCL-UHFFFAOYSA-N,,CHEMBL700506,CN(C)CCOc1ccc(-c2cccc(N)n2)c2c1CCCCC2,,CHEMBL1149107,J Med Chem,CHEMBL42969,=,=,IC50,nM,2100.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,nM,2100.0,CN(C)CCOc1ccc(-c2cccc(N)n2)c2c1CCCCC2,-0.3657612845345583,UWOZQXPAWBDKCL,no_wikidata_match
UYEGXSNFZXWSDV-BYPYZUCNSA-N,,CHEMBL1104713,Nc1ncc(C[C@H](N)C(=O)O)[nH]1,,CHEMBL1157817,J Med Chem,CHEMBL1099167,=,=,IC50,nM,65000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,65.0,Nc1ncc(C[C@H](N)C(=O)O)[nH]1,0.8280731973115252,UYEGXSNFZXWSDV,http://www.wikidata.org/entity/Q27458209
UYILNYMOHIDLGB-IBGZPJMESA-N,,CHEMBL1918239,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1Cc1ccc(O)cc1,,CHEMBL1914395,Bioorg Med Chem,CHEMBL1915401,=,=,Inhibition,%,62.1,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,62.1,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1Cc1ccc(O)cc1,-0.1018914533296839,UYILNYMOHIDLGB,no_wikidata_match
UYILNYMOHIDLGB-LJQANCHMSA-N,,CHEMBL1918239,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1Cc1ccc(O)cc1,,CHEMBL1914395,Bioorg Med Chem,CHEMBL1915402,=,=,Inhibition,%,63.7,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,63.7,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1Cc1ccc(O)cc1,-0.1018914533296839,UYILNYMOHIDLGB,no_wikidata_match
UYMTXWHEKWBZOZ-QLSWKGBWSA-N,,CHEMBL993939,Cl.NCCN[C@@H]1CNC[C@@H]1Cc1cccc(N)n1,,CHEMBL1143351,J Med Chem,CHEMBL508014,=,=,Ki,nM,58400.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,58.4,Cl.NCCN[C@@H]1CNC[C@@H]1Cc1cccc(N)n1,-0.1945939217433277,UYMTXWHEKWBZOZ,no_wikidata_match
UYPYPGRLEAJGOP-UHFFFAOYSA-N,,CHEMBL1023690,CCCCNC(=O)c1ccc(-c2cc(Cl)ccc2N)[nH]1,,CHEMBL1158377,Eur J Med Chem,CHEMBL552976,=,=,Inhibition,%,3.33,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,3.33,CCCCNC(=O)c1ccc(-c2cc(Cl)ccc2N)[nH]1,-0.9050642793293748,UYPYPGRLEAJGOP,no_wikidata_match
UYRPOLYEPACPCW-UHFFFAOYSA-N,,CHEMBL3266757,Cc1cc(N)nc(CCc2cccc(C(O)Cc3cc(C)cc(N)n3)c2)c1,,CHEMBL3259595,J Med Chem,CHEMBL3262019,=,=,Ki,nM,5990.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,5990.0,Cc1cc(N)nc(CCc2cccc(C(O)Cc3cc(C)cc(N)n3)c2)c1,0.0263250377818666,UYRPOLYEPACPCW,no_wikidata_match
UYYUDONROJFHJE-CYBMUJFWSA-N,,CHEMBL1918240,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1S(C)(=O)=O,,CHEMBL1914395,Bioorg Med Chem,CHEMBL1915159,=,=,Survival,%,79.9,CHEMBL3464,"Nitric oxide synthase, inducible",Survival,%,79.9,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1S(C)(=O)=O,-0.6412884071322905,UYYUDONROJFHJE,no_wikidata_match
UYYUDONROJFHJE-ZDUSSCGKSA-N,,CHEMBL1918240,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1S(C)(=O)=O,,CHEMBL1914395,Bioorg Med Chem,CHEMBL1914466,=,=,Survival,%,91.9,CHEMBL3464,"Nitric oxide synthase, inducible",Survival,%,91.9,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1S(C)(=O)=O,-0.6412884071322905,UYYUDONROJFHJE,no_wikidata_match
UYZFAUAYFLEHRC-LURJTMIESA-N,,CHEMBL699604,CC(=N)NCCC[C@H](N)C(=O)O,,CHEMBL1127403,J Med Chem,CHEMBL11471,=,=,IC50,nM,2200.0,CHEMBL3051,"Nitric oxide synthase, inducible",IC50,uM,2.2,CC(=N)NCCC[C@H](N)C(=O)O,1.2523874916980668,UYZFAUAYFLEHRC,http://www.wikidata.org/entity/Q82938586
UZAOIPZZPZCFES-UHFFFAOYSA-N,,CHEMBL848735,Cc1ccc(N)nc1C,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL59592,=,=,Selectivity,nM,0.4,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,uM,0.4,Cc1ccc(N)nc1C,-0.3380814943439555,UZAOIPZZPZCFES,http://www.wikidata.org/entity/Q82957482
VBAAIEMNYRQFHW-UHFFFAOYSA-N,,CHEMBL699603,N=C(N)NCCC(F)(F)F,,CHEMBL1145002,J Med Chem,CHEMBL72307,=,=,NO formation,%,35.0,CHEMBL3464,"Nitric oxide synthase, inducible",NO formation,%,35.0,N=C(N)NCCC(F)(F)F,-0.4812052370621497,VBAAIEMNYRQFHW,no_wikidata_match
VBHYLMXKEWJPQR-UHFFFAOYSA-N,,CHEMBL3587005,Cc1cc(N)nc(CCc2cccc(N(C)CCN)c2)c1,,CHEMBL3585280,J Med Chem,CHEMBL3586658,=,=,Ki,nM,2900.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,2900.0,Cc1cc(N)nc(CCc2cccc(N(C)CCN)c2)c1,-0.7730985753609332,VBHYLMXKEWJPQR,no_wikidata_match
VDACFAFJUREYSQ-UHFFFAOYSA-N,,CHEMBL3801317,CCNC(=S)NCCC(O)c1ccccc1N,,CHEMBL3797128,Medchemcomm,CHEMBL3799993,=,=,Inhibition,%,19.36,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,19.36,CCNC(=S)NCCC(O)c1ccccc1N,-0.857324567503088,VDACFAFJUREYSQ,no_wikidata_match
VDDSEXZTYYRHRJ-UHFFFAOYSA-N,,CHEMBL700509,CCCc1c(C)ccnc1N,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL299906,=,=,IC50,nM,34500.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,34.5,CCCc1c(C)ccnc1N,0.0003549505632363,VDDSEXZTYYRHRJ,no_wikidata_match
VDGMVXUNVYTGAA-UHFFFAOYSA-N,,CHEMBL3599211,O=c1oc2ccccc2n1CCCCCN1CCN(CCCCCn2c(=O)oc3ccccc32)CC1,,CHEMBL3596194,Bioorg Med Chem,CHEMBL3597244,=,=,IC50,nM,4430.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,4.43,O=c1oc2ccccc2n1CCCCCN1CCN(CCCCCn2c(=O)oc3ccccc32)CC1,-0.7726537085576946,VDGMVXUNVYTGAA,no_wikidata_match
VDNHQWIPHPLQBI-WDSKDSINSA-N,,CHEMBL840781,NC[C@H](NC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])C(N)=O,,CHEMBL1145940,J Med Chem,CHEMBL106815,=,=,Selectivity,,192.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,192.0,NC[C@H](NC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])C(N)=O,0.3040709112057477,VDNHQWIPHPLQBI,no_wikidata_match
VDZKDMJORWVROZ-IIBDXVJDSA-N,,CHEMBL1826229,COc1cc([C@@H]2O[C@@H](c3cc(OC)c4c(c3)OCO4)[C@H](C)[C@H]2C)cc(O)c1OC,,CHEMBL1821628,J Nat Prod,CHEMBL1821991,=,=,Emax,%,86.6,CHEMBL3464,"Nitric oxide synthase, inducible",Emax,%,86.6,COc1cc([C@@H]2O[C@@H](c3cc(OC)c4c(c3)OCO4)[C@H](C)[C@H]2C)cc(O)c1OC,1.3278611232864277,VDZKDMJORWVROZ,http://www.wikidata.org/entity/Q27137661
VEDLFQPHHBOHIR-UHFFFAOYSA-N,,CHEMBL957262,Oc1cccc2cn[nH]c12,Outside typical range,CHEMBL1150423,Bioorg Med Chem,CHEMBL278175,=,=,IC50,nM,650000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,650.0,Oc1cccc2cn[nH]c12,-0.95880036774026,VEDLFQPHHBOHIR,http://www.wikidata.org/entity/Q72484486
VERPLHRIXBHYFT-VIFPVBQESA-N,,CHEMBL702888,Cc1ccc([N+](=O)[O-])c(NCCC[C@H](N)C(=O)O)c1,,CHEMBL1131579,J Med Chem,CHEMBL88166,=,=,IC50,nM,11000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,11.0,Cc1ccc([N+](=O)[O-])c(NCCC[C@H](N)C(=O)O)c1,-0.8438444227544896,VERPLHRIXBHYFT,no_wikidata_match
VESYKGZYBOUFOV-UHFFFAOYSA-N,,CHEMBL1056372,COc1ccc(-c2ccc(C(=O)C3CN=C4C=C(C)C=CN4C3)cc2)cc1.Cl,,CHEMBL1152488,Eur J Med Chem,CHEMBL1162881,=,=,Ki,nM,15000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,15.0,COc1ccc(-c2ccc(C(=O)C3CN=C4C=C(C)C=CN4C3)cc2)cc1.Cl,-0.1453725676116392,VESYKGZYBOUFOV,no_wikidata_match
VEYIMQVTPXPUHA-UHFFFAOYSA-N,,CHEMBL1664436,O=c1ccocc1O,,CHEMBL1649420,J Med Chem,CHEMBL79857,=,=,Inhibition,%,22.0,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,22.0,O=c1ccocc1O,1.5424617436671002,VEYIMQVTPXPUHA,http://www.wikidata.org/entity/Q27270604
VFIZBHJTOHUOEK-UHFFFAOYSA-N,,CHEMBL849794,CCSC(=N)N,,CHEMBL1129456,J Med Chem,CHEMBL321691,=,=,Selectivity ratio,nM,8.0,CHEMBL2111350,Nitric oxide synthase (inducible and endothelial),Selectivity ratio,nM,8.0,CCSC(=N)N,-0.8287842108937168,VFIZBHJTOHUOEK,http://www.wikidata.org/entity/Q27096309
VFRPZOCWMFDRDV-NFPSAVGUSA-N,,CHEMBL4407225,C/C=C(\C)C(=O)O[C@H]1[C@H](OC(C)=O)[C@@]23C[C@@]1(O)O[C@H]1C[C@]4(C)C(=CC[C@H]4c4ccoc4)[C@](C)(C(=O)C[C@H]2C(C)C)C13,,CHEMBL4406802,Eur J Med Chem,CHEMBL4472181,=,=,IC50,nM,7800.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,7.8,C/C=C(\C)C(=O)O[C@H]1[C@H](OC(C)=O)[C@@]23C[C@@]1(O)O[C@H]1C[C@]4(C)C(=CC[C@H]4c4ccoc4)[C@](C)(C(=O)C[C@H]2C(C)C)C13,3.0997407011029146,VFRPZOCWMFDRDV,no_wikidata_match
VFWZUEHZTBFYTG-UTLKBRERSA-N,,CHEMBL4153940,CC(=N)NCc1cccc(CNC(=O)[C@@H]2CCCN2)c1.Cl.Cl,,CHEMBL4152230,Eur J Med Chem,CHEMBL4161447,=,=,IC50,nM,58.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,0.058,CC(=N)NCc1cccc(CNC(=O)[C@@H]2CCCN2)c1.Cl.Cl,-0.1339082757944955,VFWZUEHZTBFYTG,no_wikidata_match
